Source,Site,Type,ID,Age,plotID,Species,Latin.name,h.Code
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Self heal,Prunella vulgaris,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Creeping buttercup,Ranunculus repens,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Field rose,Rosa arvensis,Specialist
NC,Bulwick,Mature,CH-EWNC-2030-BULW,Mature,CH-EWNC-2030-BULW 10-60A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW0-30A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW0-30B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW0-30A,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW0-30B,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70B,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Common ragwort,Senecio jacobaea,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Common ragwort,Senecio jacobaea,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW0-30B,Dandelion,Taraxacum,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70B,Dandelion,Taraxacum,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Dandelion,Taraxacum,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70A,White clover,Trifolium repens,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,White clover,Trifolium repens,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,White clover,Trifolium repens,Non-woodland
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Nettle,Urtica dioica,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW0-30A,Nettle,Urtica dioica,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW0-30B,Nettle,Urtica dioica,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Common vetch,Vicia sativa,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Common vetch,Vicia sativa,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70A,Common vetch,Vicia sativa,Non-woodland
NC,Bulwick,Mature,CH-EWNC-2030-BULW,Mature,CH-EWNC-2030-BULW 10-60A,Yellow archangel,Lamium galeobdolon,Non-woodland
NC,Bulwick,Mature,CH-EWNC-2030-BULW,Mature,CH-EWNC-2030-BULW 10-60A,Barren strawberry,Potentilla sterilis,Specialist
NC,Bulwick,Mature,CH-EWNC-2030-BULW,Mature,CH-EWNC-2030-BULW 10-60A,Sweet vernal grass,Anthoxanthum odoratum,Generalist
NC,Bulwick,Mature,CH-EWNC-2030-BULW,Mature,CH-EWNC-2030-BULW 10-60A,Barren brome,Bromus sterilis,Non-woodland
NC,Bulwick,Mature,CH-EWNC-2030-BULW,Mature,CH-EWNC-2030-BULW 10-60A,Wood melick,Melica uniflora,Specialist
NC,Bulwick,Mature,CH-EWNC-2030-BULW,Mature,CH-EWNC-2030-BULW 10-60A,Hedge bedstraw,Galium mollugo,Non-woodland
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Lady fern,Athyrium filix-femina,Specialist
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Meadow sweet,Filipendula ulmaria,Generalist
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Compact rush,Juncus conglomeratus,Generalist
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60A,Wild raspberry,Rubus idaeus,Generalist
NC,Bulwick,Mature,CH-EWPL-2030-BULW,Mature,CH-EWPL-2030-BULW 10-60B,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW0-30A,Wood meadow grass,Poa nemoralis,Specialist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW0-30A,Wood vetch,Vicia sylvatica,Specialist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70A,Primrose,Primula vulgaris,Specialist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70A,Wood vetch,Vicia sylvatica,Specialist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70A,Sedge sp.,Carex sp.,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70B,Wood dock,Rumex sanguineus,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW30-70B,Glaucous sedge,Carex flacca,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Common birdsfoot trefoil,Lotus corniculatus,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Smooth meadow grass,Poa pratensis,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Tor grass,Brachypodium pinnatum,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Green winged orchid,Anacamptis morio,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Field speedwell,Veronica persica,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Agrimony,Agrimonia eupatoria,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Hedge bedstraw,Galium mollugo,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150A,Barren brome,Bromus sterilis,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Agrimony,Agrimonia eupatoria,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Burnet saxifrage,Pimpinella saxifraga,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Common birdsfoot trefoil,Lotus corniculatus,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Red clover,Trifolium pratense,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Fairy flax,Linum catharticum,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Smooth meadow grass,Poa pratensis,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Common sorrel,Rumex acetosa,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Glaucous sedge,Carex flacca,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Creeping cinquefoil,Potentilla reptans,Generalist
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Lesser celandine,Ficaria verna,Non-woodland
NC,Bulwick,NC,CH-NC-2030-BULW,24,CH-NC-2030-BULW70-150B,Vetch sp.,Vicia sp.,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW0-30A,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW0-30A,Wood dock,Rumex sanguineus,Generalist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW0-30A,Raspberry,Rubus idaeus,Generalist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW0-30A,Hoary ragwort,Jacobaea erucifolia,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW0-30B,Square stemmed willowherb,Epilobium tetragonum,Generalist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70A,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70A,Fleabane,Erigeron karvinskianus,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70A,Glaucous sedge,Carex flacca,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70A,Hairy st. johns wort,Hypericum hirsutum,Specialist
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70A,Rats tail fescue,Vulpia myuros,Non-woodland
NC,Bulwick,PL,CH-PL-2030-BULW,24,CH-PL-2030-BULW30-70B,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Common bent,Agrostis capillaris,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Common bent,Agrostis capillaris,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Creeping bent,Agrostis stolonifera,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Creeping bent,Agrostis stolonifera,Generalist
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Wood anemone,Anemone nemorosa,Specialist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Lords and ladies,Arum maculatum,Specialist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Lords and ladies,Arum maculatum,Specialist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60B,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150B,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30A,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30B,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Bryophytes,Bryophyta,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Wood sedge,Carex sylvatica,Specialist
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Broad buckler,Dryopteris dilatata,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Red fescue,Festuca rubra,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30A,Cleavers,Galium aparine,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Wood avens,Geum urbanum,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30B,Wood avens,Geum urbanum,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Wood avens,Geum urbanum,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Ivy,Hedera helix,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Ivy,Hedera helix,Generalist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Yorkshire fog,Holcus lanatus,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Yorkshire fog,Holcus lanatus,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Yorkshire fog,Holcus lanatus,Generalist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Bluebell,Hyacinthoides non-scripta,Specialist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60B,Bluebell,Hyacinthoides non-scripta,Specialist
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Bluebell,Hyacinthoides non-scripta,Specialist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Bluebell,Hyacinthoides non-scripta,Specialist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Soft rush,Juncus effusus,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Soft rush,Juncus effusus,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Soft rush,Juncus effusus,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150B,Soft rush,Juncus effusus,Generalist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Grazing,,Non-woodland
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Leaf litter,,Non-woodland
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Bare ground,,Non-woodland
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60B,Grazing,,Non-woodland
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60B,Leaf litter,,Non-woodland
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60B,Bare ground,,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Grazing,,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Leaf litter,,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Bare ground,,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Grazing,,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Leaf litter,,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Bare ground,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Grazing,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Leaf litter,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Bare ground,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Grazing,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Leaf litter,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Bare ground,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Grazing,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Leaf litter,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Bare ground,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Grazing,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Leaf litter,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Bare ground,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Grazing,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Leaf litter,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Bare ground,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150B,Grazing,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150B,Leaf litter,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150B,Bare ground,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30A,Grazing,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30A,Leaf litter,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30A,Bare ground,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30B,Grazing,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30B,Leaf litter,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30B,Bare ground,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Grazing,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Leaf litter,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Bare ground,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Grazing,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Leaf litter,,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Bare ground,,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Rough meadow grass,Poa trivialis,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Rough meadow grass,Poa trivialis,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Rough meadow grass,Poa trivialis,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150B,Rough meadow grass,Poa trivialis,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Rough meadow grass,Poa trivialis,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Self heal,Prunella vulgaris,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Self heal,Prunella vulgaris,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Self heal,Prunella vulgaris,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Self heal,Prunella vulgaris,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Creeping buttercup,Ranunculus repens,Generalist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR0-30B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70B,Bramble,Rubus fruticosus agg.,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Broad-leaved dock,Rumex obtusifolius,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Common ragwort,Senecio jacobaea,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Common ragwort,Senecio jacobaea,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Common ragwort,Senecio jacobaea,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Dandelion,Taraxacum,Generalist
NC,Church Gresley,PL,WE-PL-2030-CHUR,25,WE-PL-2030-CHUR30-70A,Dandelion,Taraxacum,Generalist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60A,Honeysuckle,Lonicera periclymenum,Specialist
NC,Church Gresley,Mature,WE-EWNC-2030-CHUR,Mature,WE-EWNC-2030-CHUR 10-60B,Bracken,Pteridium aquilinum,Generalist
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60B,Honeysuckle,Lonicera periclymenum,Specialist
NC,Church Gresley,Mature,WE-EWPL-2030-CHUR,Mature,WE-EWPL-2030-CHUR 10-60A,Yellow archangel,Lamium galeobdolon,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Rose sp.,Rosa sp.,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30A,Thyme leaved speedwell,Veronica serpyllifolia,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Tufted hairgrass,Deschampsia cespitosa,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR0-30B,Compact rush,Juncus conglomeratus,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70A,Hoary willowherb,Epilobium parviflorum,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,Hoary willowherb,Epilobium parviflorum,Non-woodland
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR30-70B,St. johns wort,Hypericum perforatum,Generalist
NC,Church Gresley,NC,WE-NC-2030-CHUR,25,WE-NC-2030-CHUR70-150A,Meadow buttercup,Ranunculus acris,Non-woodland
